"ensembl_gene_id","external_gene_name","gene_biotype","external_gene_source","postip_21c_3.5","postip_21c_1.23","postip_21c_1.9","postip_21s_6.11","postip_21s_3.15","postip_21s_1.23","preip_21c_3.5","preip_21c_1.23","preip_21c_1.9","preip_21s_6.11","preip_21s_3.15","preip_21s_1.23"
"ENSMUSG00000037627","Rgs22","protein_coding","MGI Symbol",12,26,14,0,1,2,51,20,23,13,27,30
"ENSMUSG00000037628","Cdkn3","protein_coding","MGI Symbol",23,12,36,8,7,13,2,12,8,19,7,18
"ENSMUSG00000037636","Slc25a43","protein_coding","MGI Symbol",0,0,0,0,1,0,1,4,1,1,2,1
"ENSMUSG00000037638","Zbtb42","protein_coding","MGI Symbol",0,5,5,0,0,12,3,1,20,1,7,2
"ENSMUSG00000037640","Zfp60","protein_coding","MGI Symbol",467,264,307,162,579,379,585,559,384,419,526,452
"ENSMUSG00000037643","Prkci","protein_coding","MGI Symbol",1023,404,735,475,836,659,943,781,572,629,759,684
"ENSMUSG00000037646","Vps13b","protein_coding","MGI Symbol",498,498,436,272,717,677,1193,804,829,858,1001,911
"ENSMUSG00000037649","H2-DMa","protein_coding","MGI Symbol",221,195,248,81,67,128,82,149,168,150,61,153
"ENSMUSG00000037652","Phc3","protein_coding","MGI Symbol",943,966,1030,433,1095,672,2053,1752,1248,999,2025,1556
"ENSMUSG00000037653","Kctd8","protein_coding","MGI Symbol",215,247,221,91,133,194,150,155,167,128,138,149
"ENSMUSG00000037656","Slc20a2","protein_coding","MGI Symbol",510,442,499,499,653,494,939,731,863,959,544,665
"ENSMUSG00000037660","Gdf7","protein_coding","MGI Symbol",2,4,4,16,0,5,2,7,2,0,5,4
"ENSMUSG00000037661","Gpr160","protein_coding","MGI Symbol",0,0,21,0,0,0,9,15,6,1,7,5
"ENSMUSG00000037664","Cdkn1c","protein_coding","MGI Symbol",277,65,202,89,52,108,598,591,731,813,361,631
"ENSMUSG00000037669","Ldah","protein_coding","MGI Symbol",1875,1233,1606,667,1235,910,1451,1325,1112,1303,1026,1291
"ENSMUSG00000037674","Rfx7","protein_coding","MGI Symbol",862,667,592,250,1112,953,1284,1222,1081,703,1270,1214
"ENSMUSG00000037679","Inf2","protein_coding","MGI Symbol",222,66,595,84,43,55,1417,1303,1418,1037,652,1451
"ENSMUSG00000037681","Esyt3","protein_coding","MGI Symbol",47,21,23,9,15,11,34,43,13,9,24,22
"ENSMUSG00000037683","Armc3","protein_coding","MGI Symbol",4,6,0,10,0,0,10,9,17,5,8,20
"ENSMUSG00000037685","Atp8a1","protein_coding","MGI Symbol",1269,643,1866,694,1699,1576,2599,2527,1813,1970,2027,1938
"ENSMUSG00000037686","Aspg","protein_coding","MGI Symbol",14,1,37,2,0,6,24,25,42,7,14,25
"ENSMUSG00000037689","Tmem247","protein_coding","MGI Symbol",0,0,0,0,0,0,1,1,0,0,0,0
"ENSMUSG00000037692","Ahdc1","protein_coding","MGI Symbol",588,311,303,204,150,273,462,652,555,361,279,680
"ENSMUSG00000037697","Ddhd1","protein_coding","MGI Symbol",1191,671,763,402,1034,587,1355,954,983,806,1083,1153
"ENSMUSG00000037703","Lzts3","protein_coding","MGI Symbol",519,260,598,184,362,151,317,321,505,224,228,384
"ENSMUSG00000037705","Tecta","protein_coding","MGI Symbol",8,4,34,8,20,1,3,3,9,3,8,4
"ENSMUSG00000037706","Cd81","protein_coding","MGI Symbol",11806,8184,6897,8245,6183,4179,14791,14504,15757,18173,7897,13585
"ENSMUSG00000037708","Spag6l","protein_coding","MGI Symbol",4,0,3,1,1,1,8,2,0,1,1,0
"ENSMUSG00000037709","Fam13a","protein_coding","MGI Symbol",259,200,153,215,450,450,401,373,267,247,324,363
"ENSMUSG00000037710","Cisd1","protein_coding","MGI Symbol",2385,1907,2415,1986,3423,2360,1355,1215,1282,1891,846,1133
"ENSMUSG00000037712","Fermt2","protein_coding","MGI Symbol",1382,1101,1135,401,724,504,1539,1341,942,1135,1183,1480
"ENSMUSG00000037716","Ccdc33","protein_coding","MGI Symbol",1,0,0,0,0,0,5,1,0,3,8,3
"ENSMUSG00000037720","Tmem33","protein_coding","MGI Symbol",982,406,548,554,692,786,1114,866,638,1013,817,907
"ENSMUSG00000037722","Gnpnat1","protein_coding","MGI Symbol",64,50,33,17,116,67,58,38,28,61,45,37
"ENSMUSG00000037725","Ckap2","protein_coding","MGI Symbol",3,7,14,3,12,27,24,22,17,26,18,35
"ENSMUSG00000037727","Avp","protein_coding","MGI Symbol",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000037730","Mynn","protein_coding","MGI Symbol",145,44,149,31,73,108,241,179,111,146,183,173
"ENSMUSG00000037731","Themis2","protein_coding","MGI Symbol",8,0,2,22,1,1,25,29,26,33,23,20
"ENSMUSG00000037735","2810032G03Rik","lincRNA","MGI Symbol",115,140,210,39,81,52,64,81,75,70,54,54
"ENSMUSG00000037736","Limch1","protein_coding","MGI Symbol",413,448,461,151,215,287,1287,1087,860,1176,1126,1215
"ENSMUSG00000037737","Actrt3","protein_coding","MGI Symbol",28,5,28,48,56,55,25,19,53,21,16,21
"ENSMUSG00000037738","Nek5","protein_coding","MGI Symbol",3,0,1,0,0,0,4,13,3,9,3,0
"ENSMUSG00000037740","Mrps26","protein_coding","MGI Symbol",739,682,917,446,1176,707,455,467,441,606,362,493
"ENSMUSG00000037742","Eef1a1","protein_coding","MGI Symbol",2531,3055,4236,1108,3279,2112,6013,5389,4520,4018,3829,4052
"ENSMUSG00000037747","Phyhipl","protein_coding","MGI Symbol",7648,6439,6016,3298,6195,4500,7478,7057,6567,6169,5783,7905
"ENSMUSG00000037750","Fam222b","protein_coding","MGI Symbol",5004,4200,2673,2163,1543,2289,2344,3129,3025,1962,1450,3229
"ENSMUSG00000037752","Xkr8","protein_coding","MGI Symbol",153,41,102,71,77,152,198,171,82,109,108,195
"ENSMUSG00000037754","Ppp1r16b","protein_coding","MGI Symbol",3663,1987,2628,1460,1240,1060,7193,5785,6345,3552,5085,5274
"ENSMUSG00000037759","Ptger2","protein_coding","MGI Symbol",2,12,6,9,70,17,9,6,5,5,16,10
"ENSMUSG00000037761","Actr5","protein_coding","MGI Symbol",16,5,107,14,6,11,48,47,33,43,53,25
"ENSMUSG00000037762","Slc16a9","protein_coding","MGI Symbol",58,38,35,27,19,18,43,35,31,23,10,28
"ENSMUSG00000037771","Slc32a1","protein_coding","MGI Symbol",514,132,486,2458,1672,2131,1397,1830,1786,1291,784,2226
"ENSMUSG00000037772","Mrpl23","protein_coding","MGI Symbol",4,6,4,8,4,7,12,8,9,9,8,14
"ENSMUSG00000037773","Pced1a","protein_coding","MGI Symbol",382,371,185,187,328,296,226,289,271,202,239,293
"ENSMUSG00000037780","Mbl1","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037784","Dzip1l","protein_coding","MGI Symbol",40,6,129,38,160,32,115,89,113,67,118,106
"ENSMUSG00000037787","Apopt1","protein_coding","MGI Symbol",299,219,321,169,485,348,352,273,248,310,282,284
"ENSMUSG00000037788","Vopp1","protein_coding","MGI Symbol",180,78,112,285,239,354,522,411,339,365,420,448
"ENSMUSG00000037790","Defb7","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000037791","Phf12","protein_coding","MGI Symbol",554,297,305,273,749,421,1032,840,783,573,544,862
"ENSMUSG00000037795","N4bp2","protein_coding","MGI Symbol",101,64,247,21,77,69,241,334,205,177,366,236
"ENSMUSG00000037797","Adh4","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037798","Mat1a","protein_coding","MGI Symbol",0,0,0,0,0,0,0,1,0,0,2,1
"ENSMUSG00000037801","Iqch","protein_coding","MGI Symbol",1,27,0,0,0,1,3,4,0,6,3,7
"ENSMUSG00000037805","Rpl10a","protein_coding","MGI Symbol",56,73,44,78,74,70,175,129,157,135,64,111
"ENSMUSG00000037808","Fam76b","protein_coding","MGI Symbol",68,161,70,20,43,41,120,103,86,80,167,75
"ENSMUSG00000037813","D630003M21Rik","protein_coding","MGI Symbol",24,16,16,22,11,8,61,45,48,39,41,45
"ENSMUSG00000037815","Ctnna1","protein_coding","MGI Symbol",705,294,510,178,590,719,1037,1073,940,985,825,1213
"ENSMUSG00000037816","Fbxw17","protein_coding","MGI Symbol",216,231,90,69,335,157,166,153,145,149,115,108
"ENSMUSG00000037818","3110057O12Rik","protein_coding","MGI Symbol",54,13,212,21,42,82,234,138,106,113,229,147
"ENSMUSG00000037820","Tgm2","protein_coding","MGI Symbol",106,75,68,23,3,18,69,129,131,42,54,99
"ENSMUSG00000037822","Smim14","protein_coding","MGI Symbol",3447,1496,3026,1512,4621,2574,2488,2169,1982,1836,2182,2306
"ENSMUSG00000037824","Tspan14","protein_coding","MGI Symbol",64,63,235,48,37,10,287,215,225,319,133,226
"ENSMUSG00000037826","Ppm1k","protein_coding","MGI Symbol",188,88,200,84,238,262,405,332,316,324,419,330
"ENSMUSG00000037827","Gm5884","protein_coding","MGI Symbol",5,7,6,3,11,4,7,8,5,5,4,8
"ENSMUSG00000037833","Sh2d4b","protein_coding","MGI Symbol",1,6,5,0,10,3,3,6,4,10,7,3
"ENSMUSG00000037843","Vstm2l","protein_coding","MGI Symbol",140,138,126,375,162,191,138,266,291,174,180,301
"ENSMUSG00000037845","Fdxacb1","protein_coding","MGI Symbol",74,27,31,27,37,46,91,54,50,78,58,76
"ENSMUSG00000037846","Rtkn2","protein_coding","MGI Symbol",42,3,14,0,6,9,101,107,68,79,66,91
"ENSMUSG00000037847","Nmrk1","protein_coding","MGI Symbol",164,193,73,83,316,121,177,91,87,88,141,91
"ENSMUSG00000037849","Gm4955","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037851","Iars","protein_coding","MGI Symbol",1569,1589,1191,764,1688,1334,2034,1636,1398,1466,1231,1560
"ENSMUSG00000037852","Cpe","protein_coding","MGI Symbol",5229,2953,4991,5009,8895,4420,5554,3614,4229,6641,4171,3513
"ENSMUSG00000037855","Zfp365","protein_coding","MGI Symbol",3800,2197,2471,609,1062,1172,2566,2235,1636,1419,1989,1858
"ENSMUSG00000037857","Nufip2","protein_coding","MGI Symbol",1381,1578,1089,327,1359,1111,1053,1246,813,881,1302,1420
"ENSMUSG00000037860","Aim2","protein_coding","MGI Symbol",2,1,0,8,0,17,72,30,45,16,107,40
"ENSMUSG00000037868","Egr2","protein_coding","MGI Symbol",4,2,0,9,3,2,61,191,50,50,21,117
"ENSMUSG00000037872","Ackr1","protein_coding","MGI Symbol",1797,1038,1110,739,1116,678,641,697,693,591,528,750
"ENSMUSG00000037876","Jmjd1c","protein_coding","MGI Symbol",778,506,604,156,691,648,1268,1091,837,757,1227,1101
"ENSMUSG00000037884","1700017G19Rik","lincRNA","MGI Symbol",5,0,0,8,0,3,2,0,2,4,1,0
"ENSMUSG00000037885","Stk35","protein_coding","MGI Symbol",906,577,366,344,367,323,782,850,741,534,544,730
"ENSMUSG00000037887","Dusp8","protein_coding","MGI Symbol",1572,1076,646,794,604,550,1234,1261,1391,1070,819,1213
"ENSMUSG00000037890","Wdr19","protein_coding","MGI Symbol",194,152,167,103,244,176,262,262,145,144,177,199
"ENSMUSG00000037892","Pcdh18","protein_coding","MGI Symbol",68,72,61,77,134,137,121,161,86,105,119,120
"ENSMUSG00000037894","H2afz","protein_coding","MGI Symbol",143,119,104,266,185,236,151,181,169,228,158,113
"ENSMUSG00000037896","Rcor1","protein_coding","MGI Symbol",264,131,420,119,387,268,295,363,233,252,328,355
"ENSMUSG00000037902","Sirpa","protein_coding","MGI Symbol",1445,1079,888,1219,1980,1331,1709,1833,1954,1422,995,1730
"ENSMUSG00000037904","Ankrd9","protein_coding","MGI Symbol",313,122,185,209,331,178,168,239,121,154,72,120
"ENSMUSG00000037905","Bri3bp","protein_coding","MGI Symbol",1157,540,467,1139,1487,1238,1933,1833,1506,1509,1524,1802
"ENSMUSG00000037907","Ankrd13b","protein_coding","MGI Symbol",300,126,319,432,359,230,713,656,833,552,541,642
"ENSMUSG00000037910","1700018B24Rik","lincRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037913","Tmem156","protein_coding","MGI Symbol",8,0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000037916","Ndufv1","protein_coding","MGI Symbol",2919,1821,1972,3974,3535,1996,2750,2610,2422,2844,1354,2360
"ENSMUSG00000037921","Ddx60","protein_coding","MGI Symbol",3,0,0,0,0,5,6,7,0,1,11,1
"ENSMUSG00000037922","Bank1","protein_coding","MGI Symbol",1,20,132,0,2,1,9,4,1,8,10,7
"ENSMUSG00000037924","Olfr16","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037926","Ssh2","protein_coding","MGI Symbol",1089,1353,664,329,747,682,1731,1325,1135,994,1505,1603
"ENSMUSG00000037933","Bicd2","protein_coding","MGI Symbol",651,379,636,228,580,343,1162,860,947,751,1169,1064
"ENSMUSG00000037935","Smarce1","protein_coding","MGI Symbol",285,132,501,158,564,244,422,311,269,274,389,308
"ENSMUSG00000037936","Scarb1","protein_coding","MGI Symbol",96,62,82,82,22,118,199,234,227,186,164,243
"ENSMUSG00000037938","Chchd5","protein_coding","MGI Symbol",349,276,388,202,554,309,319,295,300,349,245,289
"ENSMUSG00000037940","Inpp4b","protein_coding","MGI Symbol",230,261,226,95,263,190,210,192,146,192,200,160
"ENSMUSG00000037942","Crp","protein_coding","MGI Symbol",8,3,37,0,1,0,2,1,1,1,0,1
"ENSMUSG00000037944","Ccr7","protein_coding","MGI Symbol",0,0,0,4,0,0,0,0,0,1,0,0
"ENSMUSG00000037946","Fgd3","protein_coding","MGI Symbol",56,31,76,41,16,19,372,331,288,192,201,359
"ENSMUSG00000037949","Ano10","protein_coding","MGI Symbol",553,585,660,112,343,241,236,171,217,268,138,209
"ENSMUSG00000037953","A4gnt","protein_coding","MGI Symbol",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037957","Wdr20","protein_coding","MGI Symbol",140,47,131,94,131,122,142,138,113,132,154,94
"ENSMUSG00000037958","Ccdc55","protein_coding","MGI Symbol",219,75,325,37,248,176,247,199,384,410,332,390
"ENSMUSG00000037960","1110007C09Rik","protein_coding","MGI Symbol",821,564,748,159,181,214,261,389,408,377,225,380
"ENSMUSG00000037962","Fam101a","protein_coding","MGI Symbol",16,74,0,13,0,1,25,10,38,24,16,20
"ENSMUSG00000037965","Zc3h7a","protein_coding","MGI Symbol",141,113,121,30,68,133,294,182,157,161,304,234
"ENSMUSG00000037966","Ninj1","protein_coding","MGI Symbol",797,757,723,292,201,356,264,298,251,396,162,269
"ENSMUSG00000037971","1110032A03Rik","protein_coding","MGI Symbol",3570,4378,4586,1245,3414,2861,2018,1356,1514,1657,2094,1557
"ENSMUSG00000037972","Snn","protein_coding","MGI Symbol",5210,2872,4912,2144,3788,2827,2713,1864,2501,2216,2463,2540
"ENSMUSG00000037973","Ccdc129","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,3,0
"ENSMUSG00000037974","Muc5ac","protein_coding","MGI Symbol",0,3,0,0,0,0,0,1,0,0,0,1
"ENSMUSG00000037977","6430571L13Rik","protein_coding","MGI Symbol",110,88,74,62,96,60,68,41,59,63,58,47
"ENSMUSG00000037979","Ccdc92","protein_coding","MGI Symbol",42472,31658,36662,12696,24605,16767,8930,8831,9892,6487,5257,9723
"ENSMUSG00000037982","Gm9725","lincRNA","MGI Symbol",0,0,0,0,0,1,0,0,0,1,0,0
"ENSMUSG00000037984","Neurod6","protein_coding","MGI Symbol",18,4,23,39,181,132,80,116,31,88,70,99
"ENSMUSG00000037989","Wnk2","protein_coding","MGI Symbol",1643,1327,962,844,785,689,2148,2491,2647,1368,1255,2735
"ENSMUSG00000037990","Sh3rf3","protein_coding","MGI Symbol",64,29,141,12,50,89,175,113,129,122,181,128
"ENSMUSG00000037991","Rmi2","protein_coding","MGI Symbol",11,0,6,2,19,22,6,7,2,2,7,10
"ENSMUSG00000037992","Rara","protein_coding","MGI Symbol",1803,1068,774,403,205,258,354,398,393,268,206,332
"ENSMUSG00000037993","Dhx38","protein_coding","MGI Symbol",435,401,330,334,612,198,404,435,268,284,299,496
"ENSMUSG00000037994","Slc9b2","protein_coding","MGI Symbol",5,4,0,0,10,1,5,3,1,3,18,8
"ENSMUSG00000037995","Igsf9","protein_coding","MGI Symbol",15,1,27,1,10,1,6,25,0,6,5,13
"ENSMUSG00000037996","Slc24a2","protein_coding","MGI Symbol",6295,4329,4125,2143,7422,5328,6005,5761,3799,3290,5591,5985
"ENSMUSG00000037997","Parp11","protein_coding","MGI Symbol",359,124,166,158,285,287,244,176,128,142,246,192
"ENSMUSG00000037999","Arap2","protein_coding","MGI Symbol",171,145,333,34,80,167,601,517,270,336,628,446
"ENSMUSG00000038000","Acd","protein_coding","MGI Symbol",558,583,221,248,593,494,303,378,361,335,247,387
"ENSMUSG00000038002","Cramp1l","protein_coding","MGI Symbol",616,617,929,206,614,377,854,996,831,491,633,986
"ENSMUSG00000038005","2700029M09Rik","protein_coding","MGI Symbol",883,371,596,229,865,813,486,403,459,454,548,477
"ENSMUSG00000038007","Acer2","protein_coding","MGI Symbol",28,2,51,37,253,62,68,63,37,54,104,61
"ENSMUSG00000038009","Dnajc22","protein_coding","MGI Symbol",1,0,13,0,0,5,0,0,0,1,2,0
"ENSMUSG00000038010","Ccdc138","protein_coding","MGI Symbol",11,15,7,4,6,26,14,19,4,15,29,24
"ENSMUSG00000038011","Dnah10","protein_coding","MGI Symbol",23,0,0,1,0,1,43,46,48,17,53,39
"ENSMUSG00000038013","Wipf2","protein_coding","MGI Symbol",2719,1680,1860,1544,2287,2421,3296,3531,3779,1900,2661,4674
"ENSMUSG00000038014","Fam120a","protein_coding","MGI Symbol",1324,1087,1277,419,884,686,1645,1546,1325,990,1521,1416
"ENSMUSG00000038015","Prm2","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038020","Rapgefl1","protein_coding","MGI Symbol",1358,623,656,1158,1018,626,1723,1260,1439,1069,1029,1313
"ENSMUSG00000038022","Fam188b","protein_coding","MGI Symbol",24,36,18,44,56,24,44,54,40,53,28,25
"ENSMUSG00000038023","Atp6v0a2","protein_coding","MGI Symbol",776,626,587,535,479,272,1070,1111,862,844,530,968
"ENSMUSG00000038024","Dennd4c","protein_coding","MGI Symbol",67,29,34,6,83,41,229,200,117,132,258,190
"ENSMUSG00000038025","Phf2","protein_coding","MGI Symbol",551,205,917,345,495,374,1046,917,1086,695,786,1133
"ENSMUSG00000038026","Kcnj9","protein_coding","MGI Symbol",511,167,183,277,315,215,327,231,362,316,286,266
"ENSMUSG00000038028","Tigar","protein_coding","MGI Symbol",754,370,667,454,792,469,604,390,405,429,487,621
"ENSMUSG00000038034","Igsf8","protein_coding","MGI Symbol",767,639,827,1185,1010,744,1524,1318,1427,1391,920,1378
"ENSMUSG00000038037","Socs1","protein_coding","MGI Symbol",1,2,3,5,0,2,1,2,1,2,1,6
"ENSMUSG00000038039","Gcc2","protein_coding","MGI Symbol",749,646,554,158,704,830,971,1027,617,776,998,1022
"ENSMUSG00000038042","Ptpdc1","protein_coding","MGI Symbol",483,408,393,168,400,312,1071,735,654,625,823,702
"ENSMUSG00000038044","Cct8l1","protein_coding","MGI Symbol",4,0,1,0,0,6,2,0,0,0,0,10
"ENSMUSG00000038045","Sult6b1","protein_coding","MGI Symbol",0,0,0,0,0,0,8,0,2,4,5,1
"ENSMUSG00000038046","Rnmtl1","protein_coding","MGI Symbol",316,120,293,233,301,167,190,123,179,185,160,173
"ENSMUSG00000038047","Haus6","protein_coding","MGI Symbol",236,52,91,11,185,54,211,136,81,86,183,120
"ENSMUSG00000038048","Cntnap5c","protein_coding","MGI Symbol",40,47,55,15,43,25,80,84,53,61,77,62
"ENSMUSG00000038055","Dexi","protein_coding","MGI Symbol",3056,1906,3480,943,2803,1153,673,713,775,665,434,573
"ENSMUSG00000038056","Kmt2c","protein_coding","MGI Symbol",828,807,1125,161,459,646,2076,1584,1260,1191,2242,1675
"ENSMUSG00000038057","Dbil5","protein_coding","MGI Symbol",8,4,0,0,0,0,20,12,11,25,9,33
"ENSMUSG00000038058","Nod1","protein_coding","MGI Symbol",102,176,120,120,117,115,315,283,370,232,235,304
"ENSMUSG00000038059","Smim3","protein_coding","MGI Symbol",38,74,39,71,13,58,229,156,148,91,164,119
"ENSMUSG00000038060","Dlec1","protein_coding","MGI Symbol",16,1,0,0,25,5,25,9,16,8,15,20
"ENSMUSG00000038064","Cldn22","protein_coding","MGI Symbol",1,0,0,0,1,0,1,1,2,0,3,0
"ENSMUSG00000038065","Mturn","protein_coding","MGI Symbol",2232,868,1024,773,1707,1061,1505,708,747,890,1104,772
"ENSMUSG00000038067","Csf3","protein_coding","MGI Symbol",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038068","Rnf144b","protein_coding","MGI Symbol",317,172,203,90,82,81,197,135,86,75,110,125
"ENSMUSG00000038069","Cdkn2aip","protein_coding","MGI Symbol",58,73,54,21,84,83,80,63,37,68,69,84
"ENSMUSG00000038070","Cntln","protein_coding","MGI Symbol",115,5,241,39,46,46,257,237,175,156,330,226
"ENSMUSG00000038071","Npy6r","protein_coding","MGI Symbol",0,0,3,0,0,0,3,1,0,0,0,0
"ENSMUSG00000038072","Galnt11","protein_coding","MGI Symbol",322,87,200,184,377,290,205,188,178,184,163,191
"ENSMUSG00000038074","Fkbp14","protein_coding","MGI Symbol",218,55,158,60,104,60,123,101,110,135,184,142
"ENSMUSG00000038077","Kcna6","protein_coding","MGI Symbol",547,395,1054,1454,3804,2433,1170,1150,1208,1219,1640,1925
"ENSMUSG00000038079","Tmem237","protein_coding","MGI Symbol",66,23,64,9,59,61,76,48,47,81,62,81
"ENSMUSG00000038080","Kdm1b","protein_coding","MGI Symbol",99,56,40,23,26,51,127,124,71,65,128,106
"ENSMUSG00000038084","Opa1","protein_coding","MGI Symbol",3428,3061,2291,1333,3970,3525,2823,2840,1941,2081,2347,2455
"ENSMUSG00000038085","Cnbd2","protein_coding","MGI Symbol",70,60,17,34,55,22,42,27,52,39,53,34
"ENSMUSG00000038086","Hspb2","protein_coding","MGI Symbol",5,4,11,0,0,2,17,50,29,21,10,14
"ENSMUSG00000038092","Hsd3b5","protein_coding","MGI Symbol",2,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038094","Atp13a4","protein_coding","MGI Symbol",29,0,3,9,34,5,139,92,89,100,261,75
"ENSMUSG00000038095","Sbno1","protein_coding","MGI Symbol",2183,1724,1582,626,2086,1637,2150,1812,1496,1438,2318,1811
"ENSMUSG00000038102","Trappc11","protein_coding","MGI Symbol",696,455,752,299,679,510,628,627,522,490,478,726
"ENSMUSG00000038112","AW551984","protein_coding","MGI Symbol",578,389,377,398,458,489,408,475,481,452,449,321
"ENSMUSG00000038115","Ano2","protein_coding","MGI Symbol",0,0,0,0,0,0,0,8,2,5,1,2
"ENSMUSG00000038116","Phf20","protein_coding","MGI Symbol",1768,1096,941,365,1106,716,1134,1059,676,663,923,923
"ENSMUSG00000038119","Cdon","protein_coding","MGI Symbol",71,56,27,63,111,45,201,241,159,163,197,231
"ENSMUSG00000038121","Fam210a","protein_coding","MGI Symbol",605,318,374,284,446,710,625,549,326,451,591,541
"ENSMUSG00000038122","Tbc1d32","protein_coding","MGI Symbol",84,74,112,57,138,69,159,189,109,144,294,181
"ENSMUSG00000038126","Mphosph9","protein_coding","MGI Symbol",235,157,147,30,205,136,407,219,152,135,324,208
"ENSMUSG00000038127","Ccdc50","protein_coding","MGI Symbol",301,153,460,332,1262,656,823,948,538,510,1081,769
"ENSMUSG00000038128","Camk4","protein_coding","MGI Symbol",311,188,185,310,904,664,670,752,534,511,1062,544
"ENSMUSG00000038132","Rbm24","protein_coding","MGI Symbol",8,1,3,9,14,23,46,31,41,55,56,36
"ENSMUSG00000038135","Crygn","protein_coding","MGI Symbol",8,34,8,1,21,2,4,12,1,6,5,13
"ENSMUSG00000038141","Tmem181a","protein_coding","MGI Symbol",43,23,32,38,57,63,55,57,38,51,43,77
"ENSMUSG00000038143","Stox2","protein_coding","MGI Symbol",1744,1129,1746,665,2296,1809,3282,2643,2331,1685,2859,2748
"ENSMUSG00000038145","Snrk","protein_coding","MGI Symbol",1107,585,855,563,1069,800,1406,1083,1001,913,801,1158
"ENSMUSG00000038146","Notch3","protein_coding","MGI Symbol",14,7,35,21,1,31,117,144,103,143,143,186
"ENSMUSG00000038147","Cd84","protein_coding","MGI Symbol",4,0,8,1,0,5,14,15,8,16,33,7
"ENSMUSG00000038148","Cldn16","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000038150","Ormdl3","protein_coding","MGI Symbol",525,319,551,316,254,303,332,248,305,481,234,300
"ENSMUSG00000038151","Prdm1","protein_coding","MGI Symbol",25,8,22,1,2,12,16,12,13,9,9,24
